family,size,algorithm,algorithm_id,preprocessing_variant,registered_n,solved_n,solved_fraction,time_limit_seconds,wall_solved_n,wall_seconds_mean_solved,wall_seconds_median_solved,wall_seconds_q90_solved,wall_seconds_worst_solved,par2_mean_seconds,par2_median_seconds,par2_q25_seconds,par2_q75_seconds,par2_q90_seconds,par2_worst_seconds,peak_memory_available_n,peak_memory_mean_mib,peak_memory_median_mib,peak_memory_q90_mib,peak_memory_worst_mib,mip_nodes_available_n,mip_nodes_mean,mip_nodes_median,mip_nodes_q10,mip_nodes_q25,mip_nodes_q75,mip_nodes_q90,mip_nodes_minimum,mip_nodes_worst,dp_states_available_n,dp_states_mean,dp_states_median,dp_states_q10,dp_states_q25,dp_states_q75,dp_states_q90,dp_states_minimum,dp_states_worst,dp_transitions_available_n,dp_transitions_mean,dp_transitions_median,dp_transitions_q90,dp_transitions_worst,frontier_checks_available_n,frontier_checks_mean,frontier_checks_median,frontier_checks_q10,frontier_checks_q25,frontier_checks_q75,frontier_checks_q90,frontier_checks_minimum,frontier_checks_worst,closure_checks_available_n,closure_checks_mean,closure_checks_median,closure_checks_q10,closure_checks_q25,closure_checks_q75,closure_checks_q90,closure_checks_minimum,closure_checks_worst
small_exact,N7-R10,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,4,1.0,300.0,4,4.324,4.389,5.051,5.227,4.324,4.389,3.926,4.788,5.051,5.227,4,865,860.8,920,933.4,1,1,1,1,1,1,1,1,1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.7382,0.7116,0.9233,1.001,0.7382,0.7116,0.6437,0.8061,0.9233,1.001,4,913.2,904.3,957.6,975,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,19.5,20,16.9,18.25,21.25,21.7,16,22,4,19.5,20,16.9,18.25,21.25,21.7,16,22
small_exact,N7-R10,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.723,0.7839,0.889,0.9318,0.723,0.7839,0.6822,0.8247,0.889,0.9318,4,883.7,889.9,901.8,903.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,19.5,20,16.9,18.25,21.25,21.7,16,22,4,19.5,20,16.9,18.25,21.25,21.7,16,22
small_exact,N7-R10,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.5045,0.5009,0.6884,0.7554,0.5045,0.5009,0.4176,0.5879,0.6884,0.7554,4,869.8,863.4,915.9,937.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,19.5,20,16.9,18.25,21.25,21.7,16,22,4,19.5,20,16.9,18.25,21.25,21.7,16,22
small_exact,N7-R10,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,0.5888,0.5454,0.7282,0.7816,0.5888,0.5454,0.486,0.6481,0.7282,0.7816,4,939.4,928.7,990.3,1009,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,613.5,614,557.6,563,664.5,669,554,672,4,613.5,614,557.6,563,664.5,669,554,672
small_exact,N7-R10,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,0.7994,0.7044,1.007,1.134,0.7994,0.7044,0.6884,0.8154,1.007,1.134,4,918.3,915.9,952.6,957.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,18.75,19,16.9,18.25,19.5,20.4,16,21,4,18.75,19,16.9,18.25,19.5,20.4,16,21
small_exact,N7-R10,Mask DP,requirement_mask_dp,mandatory_only,4,4,1.0,300.0,4,0.6384,0.6382,0.9921,1.122,0.6384,0.6382,0.4787,0.7979,0.9921,1.122,4,895,883.3,944,967.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,39.5,39.5,27.2,29,50,51.8,26,53,4,79,79,103.6,106,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.4191,0.4248,0.5049,0.512,0.4191,0.4248,0.3495,0.4944,0.5049,0.512,4,918.3,906.1,961.2,979.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.7123,0.6744,0.8819,0.9473,0.7123,0.6744,0.6029,0.7838,0.8819,0.9473,4,899.1,883.2,958.4,983.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Cardinality greedy,cardinality_greedy,mandatory_only,4,3,0.75,60.0,3,0.9495,0.9397,0.9679,0.9749,30.71,0.9573,0.9383,30.73,84.29,120,4,662.8,851.3,924.9,948.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Enumeration,complete_enumeration,mandatory_only,4,3,0.75,300.0,3,0.55,0.5085,0.7124,0.7634,150.4,0.6359,0.4759,150.6,420.2,600,4,677.6,878.4,935.9,953.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,3,64,64,64,64,64,64,64,64,3,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.9661,0.8089,1.286,1.49,0.9661,0.8089,0.7943,0.9807,1.286,1.49,4,872.3,904.2,935.2,943.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,21.25,21,21,21,21.25,21.7,21,22,4,21.25,21,21,21,21.25,21.7,21,22
small_exact,N7-R6,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,1.07,1.195,1.386,1.432,1.07,1.195,0.9484,1.316,1.386,1.432,4,933.7,922.2,979.7,996.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,20,20,19,19,21,21,19,21,4,20,20,19,19,21,21,19,21
small_exact,N7-R6,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,3,0.75,300.0,3,3.728,3.547,4.662,4.94,152.8,4.244,3.335,153.7,421.5,600,4,696.5,901.6,979.3,982.8,2,1,1,1,1,1,1,1,1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.7976,0.7518,1.08,1.142,0.7976,0.7518,0.5612,0.9883,1.08,1.142,4,881.2,882.1,904.2,911,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,20.75,21,19.6,20.5,21.25,21.7,19,22,4,20.75,21,19.6,20.5,21.25,21.7,19,22
small_exact,N7-R6,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.8767,0.7456,1.213,1.4,0.8767,0.7456,0.6902,0.9321,1.213,1.4,4,886.2,880.9,927.3,944.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,20,20,19,19,21,21,19,21,4,20,20,19,19,21,21,19,21
small_exact,N7-R6,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.9317,0.7929,1.277,1.474,0.9317,0.7929,0.7413,0.9833,1.277,1.474,4,897.6,928.8,967.5,981.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,21.25,21,21,21,21.25,21.7,21,22,4,21.25,21,21,21,21.25,21.7,21,22
small_exact,N7-R6,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,1.042,1.017,1.218,1.268,1.042,1.017,0.9146,1.144,1.218,1.268,4,874.3,912.4,927.8,932.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,655.8,653,643.6,649,659.8,670.1,640,677,4,655.8,653,643.6,649,659.8,670.1,640,677
small_exact,N7-R6,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,1.056,0.7759,1.807,2.201,1.056,0.7759,0.6174,1.215,1.807,2.201,4,891.8,902.9,963.7,975,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,19.75,19,19,19,19.75,21.1,19,22,4,19.75,19,19,19,19.75,21.1,19,22
small_exact,N7-R6,Mask DP,requirement_mask_dp,mandatory_only,4,3,0.75,300.0,3,0.6914,0.6855,0.7597,0.7782,150.5,0.7319,0.6668,150.6,420.2,600,4,682.5,880.4,943.6,969.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,3,32,38,22,28,39,39.6,18,40,3,64,76,79.2,80,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.6073,0.6146,0.7898,0.8204,0.6073,0.6146,0.478,0.744,0.7898,0.8204,4,926.3,924.1,964.2,975.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R6,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.73,0.7385,0.9798,0.9915,0.73,0.7385,0.5062,0.9623,0.9798,0.9915,4,902.6,913.4,939.4,942.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
structured,N192-R32,Cardinality greedy,cardinality_greedy,mandatory_only,32,28,0.875,600.0,28,0.6534,0.6786,0.9278,1.093,150.6,0.6972,0.5206,0.9169,1080,1200,32,796.1,898.3,970,982.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
structured,N192-R32,Declared source order,declared_source_order,mandatory_only,32,28,0.875,600.0,28,4.559,4.486,5.434,6.84,154,4.648,4.135,5.338,1081,1200,32,912.2,1024,1102,1160,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.833e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.833e+04,1.834e+04
structured,N192-R32,Heaviest safe first,heaviest_safe_first,mandatory_only,32,28,0.875,600.0,28,4.457,4.339,5.463,6.115,153.9,4.578,3.812,5.447,1081,1200,32,929.6,1048,1161,1212,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.832e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.832e+04,1.834e+04
structured,N192-R32,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,32,27,0.84375,1800.0,27,16.28,17.54,20.37,24.37,576.2,17.91,14.28,20.23,3600,3600,32,805,900.8,974.3,1032,6,1,1,1,1,1,1,1,1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
structured,N192-R32,Lightest safe first,lightest_safe_first,mandatory_only,32,28,0.875,600.0,28,4.441,4.304,5.474,6.637,153.9,4.459,3.992,5.3,1081,1200,32,897.6,1007,1113,1178,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.832e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.832e+04,1.834e+04
structured,N192-R32,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,32,28,0.875,600.0,28,4.676,4.853,5.772,6.04,154.1,4.886,4.365,5.64,1081,1200,32,914.4,993.4,1162,1237,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.832e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.832e+04,1.834e+04
structured,N192-R32,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,32,28,0.875,600.0,28,4.465,4.548,5.466,6.107,153.9,4.659,3.846,5.311,1081,1200,32,932.6,1057,1139,1159,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.833e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.833e+04,1.834e+04
structured,N192-R32,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,32,15,0.46875,900.0,15,135.8,136.3,146,169.6,1020,1800,137.2,1800,1800,1800,32,1306,1476,1569,1602,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15,5.866e+05,5.867e+05,5.865e+05,5.865e+05,5.868e+05,5.868e+05,5.864e+05,5.868e+05,15,5.866e+05,5.867e+05,5.865e+05,5.865e+05,5.868e+05,5.868e+05,5.864e+05,5.868e+05
structured,N192-R32,Random-order deletion,random_order_rechecked_deletion,mandatory_only,32,28,0.875,900.0,28,4.399,4.206,5.923,6.256,228.8,4.326,3.971,5.523,1621,1800,32,933.4,1054,1143,1196,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.833e+04,1.834e+04,28,1.833e+04,1.833e+04,1.833e+04,1.833e+04,1.834e+04,1.834e+04,1.833e+04,1.834e+04
structured,N192-R32,Weighted greedy,weighted_greedy,mandatory_only,32,28,0.875,600.0,28,0.654,0.6265,0.9627,1.131,150.6,0.6781,0.5007,0.9148,1080,1200,32,784.3,887.4,950.4,978.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
