trial_id,corner,raw_library_ids,raw_library_valid,frontier,closure,passive_value,research_option_premium,total_value,shared_catalog,shared_closure,raw_compressed_value_gate
789,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
789,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,61//256,4729//384,true,true,true
790,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
790,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c;expansion,12775//768,0//1,12775//768,true,true,true
790,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;6//1;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
790,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;6//1;6//1,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
791,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
791,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
791,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;6//1;25//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
791,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,0//1,4725//256,true,true,true
792,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;23//4,core_a;core_b;core_c,4025//256,0//1,4025//256,true,true,true
792,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4025//256,22533//16384,280133//16384,true,true,true
792,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;23//4;23//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
792,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,14343//16384,305543//16384,true,true,true
793,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
793,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c;expansion,12775//768,11//32,13039//768,true,true,true
793,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;8//1;6//1,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
793,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;8//1;6//1,core_a;core_b;core_c;expansion,4725//256,17//128,4759//256,true,true,true
794,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
794,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c;expansion,12775//768,41359//16384,941677//49152,true,true,true
794,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;33//4;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
794,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;33//4;25//4,core_a;core_b;core_c;expansion,7175//384,1429//1024,61687//3072,true,true,true
795,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
795,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c;expansion,12425//768,29927//8192,487381//24576,true,true,true
795,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;6//1;33//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
795,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;6//1;33//4,core_a;core_b;core_c;expansion,4725//256,4913//2048,42713//2048,true,true,true
796,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
796,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;25//4,core_a;core_b;core_c;expansion,12775//768,48549//32768,1780847//98304,true,true,true
796,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;6//1;25//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
796,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;6//1;25//4,core_a;core_b;core_c;expansion,875//48,1309//2048,115927//6144,true,true,true
797,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;17//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
797,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;17//4,core_a;core_b;core_c;expansion,175//16,57799//16384,236999//16384,true,true,true
797,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;17//4,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
797,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;17//4,core_a;core_b;core_c;expansion,9275//768,11881//4096,184043//12288,true,true,true
798,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
798,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,175//16,37249//16384,216449//16384,true,true,true
798,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;4//1,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
798,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,7771//4096,55371//4096,true,true,true
799,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
799,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
799,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;23//4;23//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
799,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
800,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
800,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
800,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;33//4;6//1,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
800,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,0//1,4725//256,true,true,true
801,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
801,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
801,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;17//4;19//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
801,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;17//4;19//4,core_a;core_b;core_c;expansion,2975//256,0//1,2975//256,true,true,true
802,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
802,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
802,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
802,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c;expansion,4725//256,0//1,4725//256,true,true,true
803,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
803,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c;expansion,8225//768,379//1024,34037//3072,true,true,true
803,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
803,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;4//1,core_a;core_b;core_c;expansion,2275//192,61//256,9283//768,true,true,true
804,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;4//1,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
804,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,0//1,8575//768,true,true,true
804,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
804,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;5//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,0//1,9275//768,true,true,true
805,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
805,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
805,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;6//1;33//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
805,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;6//1;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,0//1,4725//256,true,true,true
806,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
806,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c;expansion,12425//768,1949//2048,105247//6144,true,true,true
806,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;6//1;33//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
806,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;6//1;33//4,core_a;core_b;core_c;expansion,875//48,233//512,28699//1536,true,true,true
807,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
807,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,175//16,0//1,175//16,true,true,true
807,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;5//1;15//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
807,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;5//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
808,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
808,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
808,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;33//4;25//4,core_a;core_b;core_c,14525//768,0//1,14525//768,true,true,true
808,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;33//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,14525//768,0//1,14525//768,true,true,true
809,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;23//4,core_a;core_b;core_c,4025//256,0//1,4025//256,true,true,true
809,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4025//256,0//1,4025//256,true,true,true
809,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;23//4;8//1,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
809,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;23//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
810,L00,base_1;base_2;base_3;inactive,true,6//1;25//4;25//4,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
810,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;25//4;25//4,core_a;core_b;core_c;expansion,6475//384,0//1,6475//384,true,true,true
810,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;25//4;31//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
810,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;25//4;31//4,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
811,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
811,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;6//1,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
811,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;23//4;8//1,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
811,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;23//4;8//1,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
812,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;17//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
812,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;17//4,core_a;core_b;core_c;expansion,8225//768,0//1,8225//768,true,true,true
812,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;15//4;5//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
812,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;15//4;5//1,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
813,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
813,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,95//512,17785//1536,true,true,true
813,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;19//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
813,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;19//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,17//128,4601//384,true,true,true
814,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
814,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
814,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;17//4;21//4,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
814,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;17//4;21//4,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
815,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
815,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,379//1024,34037//3072,true,true,true
815,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
815,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,61//256,9283//768,true,true,true
816,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;15//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
816,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;15//4,core_a;core_b;core_c;expansion,8225//768,17239//32768,1104517//98304,true,true,true
816,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;5//1;15//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
816,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;5//1;15//4,core_a;core_b;core_c;expansion,4375//384,1145//3072,36145//3072,true,true,true
817,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;4//1,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
817,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;4//1,core_a;core_b;core_c;expansion,8575//768,4275//16384,561625//49152,true,true,true
817,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;4//1;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
817,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;4//1;5//1,core_a;core_b;core_c;expansion,9275//768,2491//24576,299291//24576,true,true,true
818,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;25//4,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
818,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6475//384,0//1,6475//384,true,true,true
818,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;6//1;8//1,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
818,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;6//1;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,0//1,4725//256,true,true,true
819,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;23//4,core_a;core_b;core_c,4025//256,0//1,4025//256,true,true,true
819,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;23//4,core_a;core_b;core_c;expansion,4025//256,32575//32768,547775//32768,true,true,true
819,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;23//4;23//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
819,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;23//4;23//4,core_a;core_b;core_c;expansion,13825//768,233//512,28349//1536,true,true,true
820,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
820,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,13661//16384,600983//49152,true,true,true
820,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;4//1;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
820,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;4//1;5//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,2735//4096,156605//12288,true,true,true
821,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
821,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c;expansion,4025//384,0//1,4025//384,true,true,true
821,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;15//4;4//1,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
821,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;15//4;4//1,core_a;core_b;core_c;expansion,2975//256,0//1,2975//256,true,true,true
822,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
822,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,112321//65536,3607363//196608,true,true,true
822,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;33//4;6//1,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
822,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,10247//16384,949141//49152,true,true,true
823,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
823,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,15991//4096,83191//4096,true,true,true
823,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;31//4;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
823,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;31//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,11881//4096,259643//12288,true,true,true
824,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
824,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
824,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;6//1;25//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
824,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
825,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
825,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;17//4,core_a;core_b;core_c;expansion,4375//384,109//1024,35327//3072,true,true,true
825,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
825,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c;expansion,9275//768,1447//49152,198349//16384,true,true,true
826,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
826,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,38147//8192,512041//24576,true,true,true
826,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
826,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c;expansion,4725//256,871//256,1399//64,true,true,true
827,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
827,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,61//256,1051//96,true,true,true
827,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;15//4;4//1,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
827,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,17//128,3009//256,true,true,true
828,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
828,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c;expansion,175//16,217//1024,11417//1024,true,true,true
828,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;5//1;15//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
828,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;5//1;15//4,core_a;core_b;core_c;expansion,2975//256,17//128,3009//256,true,true,true
829,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
829,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c;expansion,8575//768,0//1,8575//768,true,true,true
829,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
829,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
830,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
830,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
830,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
830,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;4//1,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
831,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
831,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
831,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;21//4;17//4,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
831,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;21//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,1575//128,0//1,1575//128,true,true,true
832,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c,2625//256,0//1,2625//256,true,true,true
832,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2625//256,4913//2048,25913//2048,true,true,true
832,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;19//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
832,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;19//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,7771//4096,160513//12288,true,true,true
833,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;15//4,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
833,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;15//4,core_a;core_b;core_c;expansion,4025//384,49579//16384,663937//49152,true,true,true
