trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
840,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
840,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
840,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
840,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
840,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
841,L0,0//1,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,1575//128,0//1,1575//128,8,complete-enumeration:32
841,L025,1//4,1415//128,17,base_1;frontier_addition;inactive,5//1,1575//128,0//1,1575//128,1,complete-enumeration:32
841,L050,1//2,1255//128,17,base_1;frontier_addition;inactive,5//1,1575//128,0//1,1575//128,1,complete-enumeration:32
841,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
841,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
841,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
842,L0,0//1,4725//256,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4725//256,0//1,4725//256,4,complete-enumeration:32
842,L025,1//4,4149//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
842,L050,1//2,3573//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
842,L100,1//1,1285//128,20,base_3;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
842,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
842,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
843,L0,0//1,104323//8192,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,2975//256,9123//8192,104323//8192,4,complete-enumeration:32
843,L025,1//4,92035//8192,25,base_1;closure_carrier;frontier_addition;inactive,6//1,2975//256,9123//8192,104323//8192,1,complete-enumeration:32
843,L050,1//2,2591//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
843,L100,1//1,2207//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
843,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
843,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
844,L0,0//1,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,1575//128,0//1,1575//128,8,complete-enumeration:32
844,L025,1//4,1479//128,17,base_1;frontier_addition;inactive,3//1,1575//128,0//1,1575//128,1,complete-enumeration:32
844,L050,1//2,1383//128,17,base_1;frontier_addition;inactive,3//1,1575//128,0//1,1575//128,1,complete-enumeration:32
844,L100,1//1,3607//384,1,base_1;inactive,2//1,4375//384,0//1,4375//384,1,complete-enumeration:32
844,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
844,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
845,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,9275//768,0//1,9275//768,8,complete-enumeration:32
845,L025,1//4,8315//768,17,base_1;frontier_addition;inactive,5//1,9275//768,0//1,9275//768,1,complete-enumeration:32
845,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
845,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
845,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
845,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
846,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,2975//256,0//1,2975//256,8,complete-enumeration:32
846,L025,1//4,2783//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
846,L050,1//2,2591//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
846,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
846,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
846,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
847,L0,0//1,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4725//256,0//1,4725//256,4,complete-enumeration:32
847,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
847,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
847,L100,1//1,1285//128,20,base_3;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
847,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
847,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
848,L0,0//1,19249//1536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,9275//768,233//512,19249//1536,4,complete-enumeration:32
848,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
848,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
848,L100,1//1,6971//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
848,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
848,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
849,L0,0//1,2275//128,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,2275//128,0//1,2275//128,4,complete-enumeration:32
849,L025,1//4,2115//128,19,base_1;base_2;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
849,L050,1//2,1955//128,19,base_1;base_2;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
849,L100,1//1,1635//128,19,base_1;base_2;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
849,L200,2//1,3121//384,17,base_1;frontier_addition;inactive,3//1,5425//384,0//1,5425//384,1,complete-enumeration:32
849,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
850,L0,0//1,7175//384,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,7175//384,0//1,7175//384,4,complete-enumeration:32
850,L025,1//4,6695//384,19,base_1;base_2;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
850,L050,1//2,6215//384,19,base_1;base_2;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
850,L100,1//1,5255//384,19,base_1;base_2;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
850,L200,2//1,7117//768,18,base_2;frontier_addition;inactive,3//1,11725//768,0//1,11725//768,1,complete-enumeration:32
850,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
851,L0,0//1,8575//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8575//768,0//1,8575//768,8,complete-enumeration:32
851,L025,1//4,7999//768,17,base_1;frontier_addition;inactive,3//1,8575//768,0//1,8575//768,1,complete-enumeration:32
851,L050,1//2,7423//768,17,base_1;frontier_addition;inactive,3//1,8575//768,0//1,8575//768,1,complete-enumeration:32
851,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
851,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
851,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
852,L0,0//1,919847//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,7175//384,1447//49152,919847//49152,2,complete-enumeration:32
852,L025,1//4,6695//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
852,L050,1//2,6215//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
852,L100,1//1,5255//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
852,L200,2//1,1157//128,18;20,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,1925//128,0//1,1925//128,2,complete-enumeration:32
852,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
853,L0,0//1,313259//16384,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,10859//16384,313259//16384,2,complete-enumeration:32
853,L025,1//4,4149//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
853,L050,1//2,3573//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
853,L100,1//1,7535//768,17,base_1;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
853,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
853,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
854,L0,0//1,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,13825//768,0//1,13825//768,4,complete-enumeration:32
854,L025,1//4,12097//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
854,L050,1//2,10369//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
854,L100,1//1,115//12,17,base_1;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
854,L200,2//1,4939//768,16,frontier_addition;inactive,1//1,6475//768,0//1,6475//768,1,complete-enumeration:32
854,L400,4//1,3403//768,16,frontier_addition;inactive,1//1,6475//768,0//1,6475//768,1,complete-enumeration:32
855,L0,0//1,42713//2048,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,4913//2048,42713//2048,2,complete-enumeration:32
855,L025,1//4,36569//2048,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,4725//256,4913//2048,42713//2048,1,complete-enumeration:32
855,L050,1//2,93493//6144,25;28,base_1;closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,8//1,11375//768,9023//2048,118069//6144,2,complete-enumeration:32
855,L100,1//1,19597//1536,24,closure_carrier;frontier_addition;inactive,4//1,7175//768,3797//512,25741//1536,1,complete-enumeration:32
855,L200,2//1,13453//1536,24,closure_carrier;frontier_addition;inactive,4//1,7175//768,3797//512,25741//1536,1,complete-enumeration:32
855,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
856,L0,0//1,3381//256,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2975//256,203//128,3381//256,4,complete-enumeration:32
856,L025,1//4,23721//2048,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,4769//2048,25769//2048,1,complete-enumeration:32
856,L050,1//2,21673//2048,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,4769//2048,25769//2048,1,complete-enumeration:32
856,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
856,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
856,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
857,L0,0//1,168913//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,2275//192,7771//4096,168913//12288,4,complete-enumeration:32
857,L025,1//4,201181//16384,24,closure_carrier;frontier_addition;inactive,3//1,2625//256,45469//16384,213469//16384,1,complete-enumeration:32
857,L050,1//2,188893//16384,24,closure_carrier;frontier_addition;inactive,3//1,2625//256,45469//16384,213469//16384,1,complete-enumeration:32
857,L100,1//1,164317//16384,24,closure_carrier;frontier_addition;inactive,3//1,2625//256,45469//16384,213469//16384,1,complete-enumeration:32
857,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
857,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
858,L0,0//1,449447//24576,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,875//48,1447//24576,449447//24576,2,complete-enumeration:32
858,L025,1//4,767//48,19,base_1;base_2;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
858,L050,1//2,659//48,19,base_1;base_2;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
858,L100,1//1,7535//768,17;18,base_1;frontier_addition;inactive|base_2;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,2,complete-enumeration:32
858,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
858,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
859,L0,0//1,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,2275//192,0//1,2275//192,8,complete-enumeration:32
859,L025,1//4,2035//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
859,L050,1//2,1829//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
859,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
859,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
859,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
860,L0,0//1,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,13825//768,0//1,13825//768,4,complete-enumeration:32
860,L025,1//4,12865//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
860,L050,1//2,11905//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
860,L100,1//1,9985//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
860,L200,2//1,103//12,17;20,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,175//12,0//1,175//12,2,complete-enumeration:32
860,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
861,L0,0//1,19249//1536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,9275//768,233//512,19249//1536,4,complete-enumeration:32
861,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
861,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
861,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
861,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
861,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
862,L0,0//1,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,4375//384,0//1,4375//384,8,complete-enumeration:32
862,L025,1//4,3895//384,17,base_1;frontier_addition;inactive,5//1,4375//384,0//1,4375//384,1,complete-enumeration:32
862,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
862,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
862,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
862,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
863,L0,0//1,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,2275//192,0//1,2275//192,8,complete-enumeration:32
863,L025,1//4,2131//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
863,L050,1//2,1987//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
863,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
863,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
863,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
864,L0,0//1,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,13825//768,0//1,13825//768,4,complete-enumeration:32
864,L025,1//4,12865//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
864,L050,1//2,11905//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
864,L100,1//1,9985//768,22,base_2;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
864,L200,2//1,103//12,18,base_2;frontier_addition;inactive,3//1,175//12,0//1,175//12,1,complete-enumeration:32
864,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
865,L0,0//1,602431//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,8575//768,17877//16384,602431//49152,4,complete-enumeration:32
865,L025,1//4,540991//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,8575//768,17877//16384,602431//49152,1,complete-enumeration:32
865,L050,1//2,125777//12288,24,closure_carrier;frontier_addition;inactive,3//1,1925//192,7003//4096,144209//12288,1,complete-enumeration:32
865,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
865,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
865,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
866,L0,0//1,9625//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,9625//768,0//1,9625//768,8,complete-enumeration:32
866,L025,1//4,9049//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
866,L050,1//2,8473//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
866,L100,1//1,7321//768,17,base_1;frontier_addition;inactive,3//1,9625//768,0//1,9625//768,1,complete-enumeration:32
866,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
866,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
867,L0,0//1,3613//192,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,7175//384,17//128,3613//192,2,complete-enumeration:32
867,L025,1//4,6695//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
867,L050,1//2,6215//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
867,L100,1//1,5255//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
867,L200,2//1,1157//128,20,base_3;frontier_addition;inactive,3//1,1925//128,0//1,1925//128,1,complete-enumeration:32
867,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
868,L0,0//1,8219//384,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,13825//768,871//256,8219//384,2,complete-enumeration:32
868,L025,1//4,7451//384,30,base_2;base_3;closure_carrier;frontier_addition;inactive,8//1,13825//768,871//256,8219//384,1,complete-enumeration:32
868,L050,1//2,6683//384,30,base_2;base_3;closure_carrier;frontier_addition;inactive,8//1,13825//768,871//256,8219//384,1,complete-enumeration:32
868,L100,1//1,681595//49152,26,base_2;closure_carrier;frontier_addition;inactive,6//1,175//12,86569//16384,976507//49152,1,complete-enumeration:32
