trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
735,6,95,C050,690,6,boundary,frontier_dependent_generator,dense,low,weak,low,long,high,low,14387369346967773625,3103124076107287169,3998969538047669296,4333833052643184631,7672476575819564287,2497473799697817079,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,223//256,7247//384,3//4,0//1,13//3,223//256,0//1,1,5,75389//98304,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-4131//12800,0//1,false,true,true,true,true,true,true
736,6,96,C118,758,6,boundary,frontier_dependent_generator,dense,low,strong,low,long,high,high,14408384913119542474,93739330874603229,6902379303053534017,5129198754635776829,5307251788344508561,8036461463338937465,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,277//256,14831//768,3//4,0//1,5//1,277//256,0//1,1,5,135//256,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-243//1120,0//1,false,true,true,true,true,true,true
737,6,97,C004,644,6,boundary,frontier_dependent_generator,dense,high,weak,low,short,low,low,14422609925170590616,3098148931242687396,1164330634450187037,7690949560877027718,8612047393789646256,15545049291818011422,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,8981//8192,160181//8192,3//4,1//1,3//1,8981//8192,0//1,1,5,3241//16384,complementarity,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-5199//44800,0//1,false,true,true,true,true,true,true
738,6,98,C062,702,6,boundary,frontier_dependent_generator,dense,low,strong,high,long,high,low,14628872191571809944,115379038461768362,6430500856905624049,7370116173801914275,2895852772568259984,11025904850455841039,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-81//700,0//1,false,true,true,true,true,true,true
739,6,99,C094,734,6,boundary,frontier_dependent_generator,dense,low,strong,high,long,low,high,14785363102447184888,143274902455247094,2149842248479801108,7948437427100995027,7020562496673007877,14025927505650357623,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-81//1120,0//1,false,true,true,true,true,true,true
740,6,100,C055,695,6,boundary,frontier_dependent_generator,sparse,high,strong,low,long,high,low,14862959123832751528,6592674654448569614,1320507083762566269,3582065125389411254,8495494840062327629,15484605938275949183,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,223//256,1599//128,1//2,1//1,13//3,223//256,0//1,1,5,135//256,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-1377//6400,0//1,false,true,true,true,true,true,true
741,6,101,C022,662,6,boundary,frontier_dependent_generator,dense,low,strong,low,long,low,low,14931548080052521117,4580517200767514714,4454859585758197444,2865062516624323194,4326512812183062306,15050531204377321776,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13475//768,0//1,13475//768,3//4,0//1,8//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-5211//179200,0//1,false,true,true,true,true,true,true
742,6,102,C088,728,6,boundary,frontier_dependent_generator,dense,high,strong,low,long,low,high,14966189679275826541,3589723581932686891,5249465261914746890,456197617825630961,3628042625706007089,15876768713676276735,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-189//3200,0//1,false,true,true,true,true,true,true
743,6,103,C001,641,6,boundary,frontier_dependent_generator,sparse,low,weak,low,short,low,low,15042697241102005234,7264342025769283245,1956499810344278179,2179190094443046375,7604280301458546669,8433541706079607591,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,6327//4096,158981//12288,1//2,0//1,11//3,6327//4096,0//1,1,5,17327//16384,complementarity,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-19197//44800,0//1,false,true,true,true,true,true,true
744,6,104,C065,705,6,boundary,frontier_dependent_generator,sparse,low,weak,low,short,low,high,15445780466109502607,1604432585018240039,6335942476497790613,6707445992024598188,893714765747058404,15500314750288581945,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,8981//8192,318143//24576,1//2,0//1,3//1,8981//8192,0//1,1,5,17501//32768,complementarity,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-80907//358400,0//1,false,true,true,true,true,true,true
745,6,105,C107,747,6,boundary,frontier_dependent_generator,sparse,high,weak,high,short,high,high,15458663961096290997,1613750763857344629,6752067035576658172,3470566079900557490,125000294765144954,5199959060144646605,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,8575//768,16699//4096,187297//12288,1//2,1//1,13//3,16699//4096,0//1,1,5,10203//4096,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-151713//143360,0//1,false,true,true,true,true,true,true
746,6,106,C120,760,6,boundary,frontier_dependent_generator,dense,high,strong,low,long,high,high,15626812385203383749,1626254675746440216,916513374261536936,4763753016452173933,6318379962024298129,8460743487087410054,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,223//256,4773//256,3//4,1//1,13//3,223//256,0//1,1,5,189//512,complementarity,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-14013//89600,0//1,false,true,true,true,true,true,true
747,6,107,C024,664,6,boundary,frontier_dependent_generator,dense,high,strong,low,long,low,low,15653958291251946067,8078949341309414383,4216103159635596928,2988521861424747491,184799104156756313,422188712626209184,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,0//1,13825//768,3//4,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-5157//89600,0//1,false,true,true,true,true,true,true
748,6,108,C014,654,6,boundary,frontier_dependent_generator,dense,low,strong,high,short,low,low,15770772777967982283,1047939338397486970,1242781157543197846,2835975977224925396,2428094575741435858,13486440805683021369,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-1383//6400,0//1,false,true,true,true,true,true,true
749,6,109,C080,720,6,boundary,frontier_dependent_generator,dense,high,strong,high,short,low,high,15803402657131083335,8768425287789693680,272420523878978776,282741380073786926,3418759646465469964,242485795384648515,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,14525//768,1//12288,77467//4096,3//4,1//1,13//3,1//12288,0//1,1,5,1//12288,complementarity,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-29271//89600,0//1,false,true,true,true,true,true,true
750,6,110,C048,688,6,boundary,frontier_dependent_generator,dense,high,strong,high,short,high,low,15847666109196787370,365241770010927769,8384515563176430259,739711846414351380,3444897667657946401,4599135975295228569,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,8357//2048,46157//2048,3//4,1//1,13//3,8357//2048,0//1,1,5,8361//4096,complementarity,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-2451//2368,0//1,false,true,true,true,true,true,true
751,6,111,C082,722,6,boundary,frontier_dependent_generator,dense,low,weak,low,long,low,high,15942169281790066535,852207028587603368,4345309577819552592,7580063232011463665,6333909804847969568,1779273874542790030,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,205//24576,153135//8192,3//4,0//1,14//3,205//24576,0//1,1,5,205//24576,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-18549//179200,0//1,false,true,true,true,true,true,true
752,6,112,C083,723,6,boundary,frontier_dependent_generator,sparse,high,weak,low,long,low,high,16086633150534197615,1954353334345276279,5975178862609899549,4503981862630156998,189669721049951916,12033220288996316877,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-16497//179200,0//1,false,true,true,true,true,true,true
753,6,113,C121,761,6,boundary,frontier_dependent_generator,sparse,low,weak,high,long,high,high,16176763892736675009,1828674182524493651,4088699182985611972,3308962923269994468,2093870317713736669,8213246768786444236,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-54189//179200,0//1,false,true,true,true,true,true,true
754,6,114,C035,675,6,boundary,frontier_dependent_generator,sparse,high,weak,low,short,high,low,16356187846790255338,7549948197328626443,2363453056907314280,3182263471931890384,1302683067275145070,6221787605543891742,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,13133//2048,38333//2048,1//2,1//1,14//3,13133//2048,0//1,1,5,23349//16384,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-32661//37888,0//1,false,true,true,true,true,true,true
755,6,115,C058,698,6,boundary,frontier_dependent_generator,dense,low,weak,high,long,high,low,16418187257133237660,4294390306204890321,8627008752374262260,6493945908705511350,3634757392073401755,15109502692298192486,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,0//1,13825//768,3//4,0//1,17//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-4131//12800,0//1,false,true,true,true,true,true,true
756,6,116,C006,646,6,boundary,frontier_dependent_generator,dense,low,strong,low,short,low,low,16446076471808239298,2365514593129292896,476962865502841430,8742934795919290713,2863036251620185064,206331212188027939,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,6327//4096,81927//4096,3//4,0//1,11//3,6327//4096,0//1,1,5,1715//16384,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-3//28,0//1,false,true,true,true,true,true,true
757,6,117,C007,647,6,boundary,frontier_dependent_generator,sparse,high,strong,low,short,low,low,16719687016375085886,4015507640656010285,1293502301538481242,761247978430170353,2150273887022063229,13095495426368593839,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,8177//4096,170131//12288,1//2,1//1,13//3,8177//4096,0//1,1,5,5539//8192,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-29013//102400,0//1,false,true,true,true,true,true,true
758,6,118,C084,724,6,boundary,frontier_dependent_generator,dense,high,weak,low,long,low,high,16916249335223163752,2396755471602946264,632855811697666446,728798055074816698,5386903617521145650,15827647574798363259,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-189//3200,0//1,false,true,true,true,true,true,true
759,6,119,C073,713,6,boundary,frontier_dependent_generator,sparse,low,weak,high,short,low,high,17011469814341074465,6045702658959766987,2124504440537981301,5573269323405258992,2346506729769814339,15251638052303815461,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,2365//24576,287965//24576,1//2,0//1,14//3,2365//24576,0//1,1,5,2365//24576,complementarity,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-10371//44800,0//1,false,true,true,true,true,true,true
760,6,120,C051,691,6,boundary,frontier_dependent_generator,sparse,high,weak,low,long,high,low,17303141667118811855,7762912373631987349,5862065051207569195,9206597744887695579,6409032979985138604,4791638685954111748,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,125//128,3225//256,1//2,1//1,14//3,125//128,0//1,1,5,621//1024,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-40743//179200,0//1,false,true,true,true,true,true,true
761,6,121,C059,699,6,boundary,frontier_dependent_generator,sparse,high,weak,high,long,high,low,17519145694720680862,2258654451219144000,1897684639622389578,3858924145521059713,9206287043718558153,10449083300291951668,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-1863//11200,0//1,false,true,true,true,true,true,true
762,6,122,C011,651,6,boundary,frontier_dependent_generator,sparse,high,weak,high,short,low,low,17523441319077154875,6583764204061616498,8388010607498523992,5066312507746644042,5318000465466511246,399948951347411606,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,117//256,3267//256,1//2,1//1,17//3,117//256,0//1,1,5,117//256,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-1881//4480,0//1,false,true,true,true,true,true,true
763,6,123,C039,679,6,boundary,frontier_dependent_generator,sparse,high,strong,low,short,high,low,17531944923100115953,7944060171283087611,5414844661258030874,3700008858003886018,735374859160091320,9946164016884450135,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9625//768,28321//4096,238963//12288,1//2,1//1,5//1,28321//4096,0//1,1,5,8625//4096,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-8811//9472,0//1,false,true,true,true,true,true,true
764,6,124,C046,686,6,boundary,frontier_dependent_generator,dense,low,strong,high,short,high,low,17571836698295216110,5923862415830952846,7746072309340472215,8249759651740075578,756754000843490539,16394331439274245611,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,50389//16384,1035967//49152,3//4,0//1,11//3,50389//16384,0//1,1,5,41729//16384,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-9633//9472,0//1,false,true,true,true,true,true,true
765,6,125,C087,727,6,boundary,frontier_dependent_generator,sparse,high,strong,low,long,low,high,17686948068737912414,1506932377094479384,6045597528211509276,8080231591555431246,2097546790384646844,6102222129544012419,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-16011//179200,0//1,false,true,true,true,true,true,true
766,6,126,C054,694,6,boundary,frontier_dependent_generator,dense,low,strong,low,long,high,low,17906623396507771728,3898022920323512368,2692578958307678274,2622610593203884445,7689230890241752027,7038367530476056397,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,223//256,4773//256,3//4,0//1,13//3,223//256,0//1,1,5,81//128,complementarity,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-2673//8960,0//1,false,true,true,true,true,true,true
767,6,127,C111,751,6,boundary,frontier_dependent_generator,sparse,high,strong,high,short,high,high,18019252263944365382,2838835490104236261,2159936166346527535,8306865538157306363,1724611132466353155,17051026507024704130,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9625//768,1429//256,1739//96,1//2,1//1,16//3,1429//256,0//1,1,5,198231//65536,complementarity,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-3726549//2867200,0//1,false,true,true,true,true,true,true
768,6,128,C126,766,6,boundary,frontier_dependent_generator,dense,low,strong,high,long,high,high,18313851620500274962,6171553107703246805,8864249763544286885,3029978326117169017,2391730478430625081,9663414161170108775,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,0//1,7175//384,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,-2997//22400,0//1,false,true,true,true,true,true,true
769,7,1,C009,777,7,primitive_eligible,none,sparse,low,weak,high,short,low,low,257357148195557555,1138797741091533288,5800793716494050051,5493069683524612914,793447148473491583,17400260480549022870,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,8575//768,0//1,8575//768,1//2,0//1,5//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
770,7,2,C103,871,7,primitive_eligible,none,sparse,high,strong,low,short,high,high,334580480128545791,2546690215881963074,325074864231787983,8836923408567080717,7031226357624742213,6259182448571638444,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,4913//2048,88939//6144,1//2,1//1,14//3,4913//2048,0//1,1,5,-2055//4096,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
771,7,3,C093,861,7,primitive_eligible,none,sparse,low,strong,high,long,low,high,425756138419276061,2294971528231209124,3326705085038548007,2547605177663513097,7570960841527964629,7978353897702074539,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
772,7,4,C095,863,7,primitive_eligible,none,sparse,high,strong,high,long,low,high,470357833555096682,3921458761421191051,1180204874595640777,2007961731125252945,6301440232456094133,5885754567068077330,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
773,7,5,C113,881,7,primitive_eligible,none,sparse,low,weak,low,long,high,high,718931876975025940,6907332049647431510,8405162171865337923,8035247146331626670,5572641709098962940,16622892226386954560,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,1447//49152,583847//49152,1//2,0//1,4//1,1447//49152,0//1,1,5,-7673//49152,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
774,7,6,C065,833,7,primitive_eligible,none,sparse,low,weak,low,short,low,high,953408492358103227,2266769554239598064,5998987326037290624,7591921951132220141,5762630174810314627,16736236176220705925,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,4275//16384,572825//49152,1//2,0//1,11//3,4275//16384,0//1,1,5,-1493//16384,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
775,7,7,C013,781,7,primitive_eligible,none,sparse,low,strong,high,short,low,low,1015954461912511191,5773282391823522260,1091085848797848336,3724464565980520467,8705198596827455859,7821290713856869827,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
776,7,8,C056,824,7,primitive_eligible,none,dense,high,strong,low,long,high,low,1362326067944616062,7674234497045607943,13567138345263527,8430075036183542940,2654487438594818531,5779166528027162834,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,61//256,14533//768,3//4,1//1,10//3,61//256,0//1,1,5,-243//1024,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
777,7,9,C027,795,7,primitive_eligible,none,sparse,high,weak,high,long,low,low,1434886960887431033,8550218508276482983,8027500379174033728,2977667575286514749,3899991288893232369,2681098444942543370,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,1//1,17//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
778,7,10,C026,794,7,primitive_eligible,none,dense,low,weak,high,long,low,low,1554450367271202997,6848728645123668091,4851406797320207799,5438977257612484741,6703767725292745560,11177548130328195930,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,0//1,7175//384,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
779,7,11,C040,808,7,primitive_eligible,none,dense,high,strong,low,short,high,low,1662730674149299755,6548594423458980822,6876082135504956604,4796273983467366532,7385760218744718443,14959609440378327791,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,4913//2048,126739//6144,3//4,1//1,4//1,4913//2048,0//1,1,5,-18495//16384,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
780,7,12,C020,788,7,primitive_eligible,none,dense,high,weak,low,long,low,low,1701637465856810804,2074471248078018601,4636154331919567727,1580091714180218816,933572722936129954,8881189071189169866,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,14525//768,0//1,14525//768,3//4,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
781,7,13,C033,801,7,primitive_eligible,none,sparse,low,weak,low,short,high,low,1704713232856416414,8689519607762667038,6395373843553231397,5022972376166453712,3191137804425494661,4416962854681690796,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,4913//2048,84739//6144,1//2,0//1,13//3,4913//2048,0//1,1,5,-2055//8192,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
782,7,14,C080,848,7,primitive_eligible,none,dense,high,strong,high,short,low,high,1779528533651201749,8921209672714438081,2829480952867480059,6887147897472130574,6260337028781627758,12091092693199326230,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,0//1,13825//768,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
783,7,15,C076,844,7,primitive_eligible,none,dense,high,weak,high,short,low,high,1824930379122850944,6192834468478739298,2625855536702908391,1694293176757512339,8175828016191427650,1905651200737413277,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,0//1,4725//256,3//4,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
784,7,16,C089,857,7,primitive_eligible,none,sparse,low,weak,high,long,low,high,2243484425389709413,8773530287713424913,6209315992056665422,1401366284550131739,619017715946550860,1784184581050340226,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
