trial_id,interval_id,lower_lambda,upper_lambda,lower_optimal_burdens,upper_optimal_burdens,demand_defined,resource_demand_elasticity,channel_defined,operational_contribution,generative_contribution,productive_value_elasticity,channel_decomposition_gate
841,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
842,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
842,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-5//27,0//1,-5//27,true
842,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-4//11,0//1,-4//11,true
842,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
843,E025_050,1//4,1//2,6//1,3//1,true,-1//2,true,0//1,-9123//104323,-9123//104323,true
843,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
843,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-3//17,0//1,-3//17,true
843,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
844,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
844,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-2//27,0//1,-2//27,true
844,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-1//10,0//1,-1//10,true
844,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
845,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-8//53,0//1,-8//53,true
845,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
845,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
845,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
846,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
846,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//17,0//1,-2//17,true
846,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
846,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
847,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
847,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-5//27,0//1,-5//27,true
847,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-9//22,0//1,-9//22,true
847,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
848,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
848,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
848,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-9//53,0//1,-9//53,true
848,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
849,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
849,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
849,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-8//39,0//1,-8//39,true
849,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//62,0//1,-23//62,true
850,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
850,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
850,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-15//82,0//1,-15//82,true
850,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-27//67,0//1,-27//67,true
851,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
851,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-5//49,0//1,-5//49,true
851,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
851,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
852,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
852,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
852,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-8//41,0//1,-8//41,true
852,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//66,0//1,-25//66,true
853,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
853,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
853,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-2//5,0//1,-2//5,true
853,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
854,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
854,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//79,0//1,-15//79,true
854,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-27//64,0//1,-27//64,true
854,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
855,E025_050,1//4,1//2,12//1,8//1,true,-1//3,true,-22400//128139,4110//42713,-10070//128139,true
855,E050_100,1//2,1//1,8//1,4//1,true,-1//2,true,-4800//16867,18495//118069,-15105//118069,true
855,E100_200,1//1,2//1,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
855,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,0//1,-11391//25741,-11391//25741,true
856,E025_050,1//4,1//2,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
856,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,0//1,-4769//25769,-4769//25769,true
856,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
856,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
857,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
857,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
857,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-45469//213469,-45469//213469,true
857,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
858,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
858,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-3//16,0//1,-3//16,true
858,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-22//65,0//1,-22//65,true
858,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
859,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-2//13,0//1,-2//13,true
859,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
859,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
859,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
860,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
860,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
860,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-15//79,0//1,-15//79,true
860,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-3//8,0//1,-3//8,true
861,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
861,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//53,0//1,-8//53,true
861,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
861,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
862,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-1//10,0//1,-1//10,true
862,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
862,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
862,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
863,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
863,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//13,0//1,-2//13,true
863,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
863,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
864,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
864,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
864,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-15//79,0//1,-15//79,true
864,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//64,0//1,-25//64,true
865,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,-56000//602431,30405//602431,-25595//602431,true
865,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,0//1,-21009//144209,-21009//144209,true
865,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
865,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
866,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
866,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
866,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-12//55,0//1,-12//55,true
866,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
867,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
867,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
867,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-8//41,0//1,-8//41,true
867,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//66,0//1,-25//66,true
868,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
868,E050_100,1//2,1//1,8//1,6//1,true,-1//4,true,-2625//16438,92475//1052032,-75525//1052032,true
868,E100_200,1//1,2//1,6//1,4//1,true,-1//3,true,-33600//139501,18495//139501,-15105//139501,true
868,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,-1200//31099,-13899//31099,-15099//31099,true
869,E025_050,1//4,1//2,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
869,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,0//1,-87//637,-87//637,true
869,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
869,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
870,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
870,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
870,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//79,0//1,-16//79,true
870,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//63,0//1,-23//63,true
871,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
871,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-5//26,0//1,-5//26,true
871,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
871,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
872,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
872,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
872,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
872,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5//13,0//1,-5//13,true
873,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
873,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
873,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-24//65,0//1,-24//65,true
873,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
874,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
874,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
874,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-7//40,0//1,-7//40,true
874,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-14//33,0//1,-14//33,true
875,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
875,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
875,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
875,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-3//8,0//1,-3//8,true
876,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-3//25,0//1,-3//25,true
876,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
876,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
876,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
877,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
877,E050_100,1//2,1//1,7//1,5//1,true,-2//7,true,-47600//255713,104805//1022852,-85595//1022852,true
877,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-257600//937257,47265//312419,-115805//937257,true
877,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-78400//205363,315//1499,-35245//205363,true
878,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
878,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
878,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
878,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-24//65,0//1,-24//65,true
879,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
879,E050_100,1//2,1//1,9//1,4//1,true,-5//9,true,-1//2,1000443//3584000,-791557//3584000,true
879,E100_200,1//1,2//1,4//1,1//1,true,-3//4,true,0//1,-1000443//2792443,-1000443//2792443,true
879,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
880,E025_050,1//4,1//2,7//1,3//1,true,-4//7,true,-4480//31321,10533//313210,-34267//313210,true
880,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,0//1,-1283//13283,-1283//13283,true
880,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
880,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
881,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-3//25,0//1,-3//25,true
881,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
881,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
881,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
882,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
882,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
882,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-14//79,0//1,-14//79,true
882,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
883,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
883,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-5//27,0//1,-5//27,true
883,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-4//11,0//1,-4//11,true
883,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
884,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
884,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
884,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-23//65,0//1,-23//65,true
884,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
885,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
885,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
885,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-8//41,0//1,-8//41,true
885,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-13//33,0//1,-13//33,true
886,E025_050,1//4,1//2,11//1,9//1,true,-2//11,true,0//1,-32577//950977,-32577//950977,true
886,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-8//41,0//1,-8//41,true
886,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-14//33,0//1,-14//33,true
886,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
887,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
887,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-3//52,0//1,-3//52,true
887,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-1//7,0//1,-1//7,true
887,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
888,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
888,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
888,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
888,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
889,E025_050,1//4,1//2,6//1,4//1,true,-1//3,true,-25200//171713,55485//686852,-45315//686852,true
889,E050_100,1//2,1//1,4//1,3//1,true,-1//4,true,100800//641537,-148737//641537,-47937//641537,true
889,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-9//53,0//1,-9//53,true
889,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
890,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
890,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-4//51,0//1,-4//51,true
890,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-5//47,0//1,-5//47,true
890,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
891,E025_050,1//4,1//2,3//1,2//1,true,-1//3,true,-2//51,0//1,-2//51,true
891,E050_100,1//2,1//1,2//1,2//1,true,0//1,true,0//1,0//1,0//1,true
891,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-6//49,0//1,-6//49,true
891,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
892,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
892,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
892,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//26,0//1,-5//26,true
892,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-8//21,0//1,-8//21,true
893,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//53,0//1,-7//53,true
893,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
893,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
893,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
894,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
894,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-7//53,0//1,-7//53,true
894,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
894,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
895,E025_050,1//4,1//2,11//1,7//1,true,-4//11,true,-42000//234763,365421//3756208,-306579//3756208,true
895,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-1075200//3449629,589023//3449629,-486177//3449629,true
895,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
895,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-22400//740863,-292863//740863,-315263//740863,true
896,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
896,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-5//26,0//1,-5//26,true
896,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-25//63,0//1,-25//63,true
896,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
897,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
897,E050_100,1//2,1//1,5//1,3//1,true,-2//5,true,-716800//3719707,371689//3719707,-345111//3719707,true
897,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
897,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-257600//843649,141354//843649,-116246//843649,true
898,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
898,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
898,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-22400//119059,42357//952472,-136843//952472,true
898,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-302400//815629,-65229//815629,-367629//815629,true
899,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
899,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-3//25,0//1,-3//25,true
899,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
899,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
900,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//51,0//1,-7//51,true
900,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
900,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
900,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
901,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,-1050//11363,18495//363616,-15105//363616,true
901,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
901,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
901,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,0//1,-102111//348511,-102111//348511,true
902,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
902,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
902,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-875//4729,-183//9458,-1933//9458,true
902,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
903,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
903,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
903,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//79,0//1,-16//79,true
903,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-26//63,0//1,-26//63,true
904,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
904,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-61600//304419,-673//101473,-63619//304419,true
904,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
904,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
905,E025_050,1//4,1//2,3//1,2//1,true,-1//3,true,-2//49,0//1,-2//49,true
905,E050_100,1//2,1//1,2//1,1//1,true,-1//2,true,-3//47,0//1,-3//47,true
905,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
905,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
906,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
906,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-21000//110659,19791//442636,-64209//442636,true
906,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-18400//54061,-4461//54061,-22861//54061,true
906,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
907,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
907,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-9//52,0//1,-9//52,true
907,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
907,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
908,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
908,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
908,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-95200//438247,10241//438247,-84959//438247,true
908,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-14700//44161,-1461//44161,-16161//44161,true
909,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-6//53,0//1,-6//53,true
909,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
909,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
909,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
910,E025_050,1//4,1//2,9//1,5//1,true,-4//9,true,-6000//33169,92475//928732,-75525//928732,true
910,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
910,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-257600//853207,141795//853207,-115805//853207,true
910,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5600//368701,-139101//368701,-144701//368701,true
911,E025_050,1//4,1//2,5//1,4//1,true,-1//5,true,-8400//168913,18495//675652,-15105//675652,true
911,E050_100,1//2,1//1,4//1,3//1,true,-1//4,true,-67200//660547,36990//660547,-30210//660547,true
911,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-3459//14659,-3459//14659,true
911,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
912,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,-89600//613141,47211//613141,-42389//613141,true
912,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,0//1,-87//637,-87//637,true
912,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
912,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
913,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
913,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-3//52,129//36400,-1971//36400,true
913,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-3500//34429,-129//34429,-3629//34429,true
913,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
914,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
914,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
914,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//27,0//1,-5//27,true
914,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//66,0//1,-25//66,true
915,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
