strategy_id,ticker,directional_signal,entry_filter,holding_horizon,sizing_rule,exit_rule,risk_constraint,in_initial_library,in_safe_library,in_frontier_only_library,enabled_initial,enabled_safe,enabled_frontier_only,development_gross_utility,development_net_utility,validation_gross_utility,validation_net_utility,locked_gross_utility,locked_net_utility,mean_validation_turnover,coverage_selection_count,current_selection_count,average_selection_count,novelty_selection_count
UUP__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,UUP,momentum_60,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.01935492406610552,0.0017470675370388601,0.007616152831119789,-0.01937522949876703,0.015035199887610106,-0.011738262138464545,0.2138314785373609,0,0,0,0
UUP__momentum_60__trend_100__h5__unit__horizon__vol_target_10,UUP,momentum_60,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.019095860671107776,0.0018100885244256874,0.007159572514520672,-0.019562506198005467,0.015205544158807701,-0.011138093064639334,0.21171157825196965,0,0,0,0
UUP__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,UUP,momentum_60,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.022185637013299328,0.004401981854911903,0.02120406667660668,-0.0067771638310787415,0.004152341761507233,-0.023811440223618988,0.2217806041335453,0,0,0,0
UUP__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,UUP,momentum_60,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.021091429669499343,0.003692760084614009,0.020747388178768707,-0.006964492063434094,0.004322748136471093,-0.023211264726654753,0.2196607038481541,0,0,0,0
VB__mean_reversion_5__always__h20__half__horizon__notional_cap_1,VB,mean_reversion_5,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.07121987906021618,0.06624923405053257,0.023710825441198242,0.018447059858867874,0.04700843528956852,0.041684119990430965,0.0417329093799682,0,0,0,0
VB__mean_reversion_5__always__h20__half__horizon__vol_target_10,VB,mean_reversion_5,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.052736400771768624,0.04793827194542622,0.021246691385415514,0.01593115667574256,0.03830863107631815,0.033045850454617706,0.04215828835507697,0,0,0,0
VB__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,VB,mean_reversion_5,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.05887038219981791,0.04696491436565731,0.013421175559322044,0.00019628059166492805,0.052250333148543424,0.03940763255007102,0.10492845786963434,0,0,0,0
VB__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,VB,mean_reversion_5,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04725282894129289,0.036624199550483086,0.011275835383446415,-0.0017806500708114244,0.047159050411871566,0.035569465147111526,0.10359119402728649,0,0,0,0
VB__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,VB,mean_reversion_5,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.10665043014814991,0.09669765143391874,0.03254581686813182,0.022007447702562345,0.05054911158752751,0.0398687025372412,0.0834658187599364,0,0,0,0
VB__mean_reversion_5__always__h20__unit__horizon__vol_target_10,VB,mean_reversion_5,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.051909928916613515,0.04432303299049013,0.011298555416498515,0.0011737617668583066,0.0354553508714672,0.028070859192076806,0.08025479431406525,0,0,0,0
VB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,VB,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.09671030230920559,0.07286988792620558,0.017121665671310685,-0.009335942816169918,0.07538083656873706,0.04965073369789992,0.20985691573926868,0,0,0,0
VB__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,VB,mean_reversion_5,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.05912186593768826,0.04421420979165074,-0.00215203285691609,-0.023884931458601055,0.05387559437899081,0.039466632543176464,0.17232924767759092,0,0,0,0
VB__mean_reversion_5__always__h5__half__horizon__notional_cap_1,VB,mean_reversion_5,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.08116320722674936,0.06843033324746284,0.014864592913889127,0.0007285928121649778,0.05506297048091215,0.04151337509978288,0.11208267090620032,0,0,0,0
VB__mean_reversion_5__always__h5__half__horizon__vol_target_10,VB,mean_reversion_5,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.06072623213677,0.04936442154545536,0.012512367989872767,-0.0014359583503538494,0.045638251927876475,0.03336420277385506,0.11059102287302158,0,0,0,0
VB__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,VB,mean_reversion_5,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.05440823441528734,0.039670567150477516,0.013870292198503931,-0.0027626532023710443,0.057354524138561264,0.041597482390897625,0.13195548489666137,0,0,0,0
VB__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,VB,mean_reversion_5,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04652119398850469,0.03354070792044721,0.012104451989802714,-0.004285582678260196,0.04535035907718488,0.031181356176534468,0.1300222676706069,0,0,0,0
VB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,VB,mean_reversion_5,always,5,unit,horizon,notional_cap_1,true,true,false,true,true,false,0.1394126355295143,0.11393147073819598,0.018680244469547285,-0.009618922868986822,0.0767515035452708,0.049596047298973114,0.22416534181240064,0,0,0,0
VB__mean_reversion_5__always__h5__unit__horizon__vol_target_10,VB,mean_reversion_5,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.07058007633034882,0.05461541908460665,0.002754575451497045,-0.019893784085787333,0.051445540365378406,0.036195570588750295,0.1794331283037415,0,0,0,0
VB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,VB,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.09020805289293757,0.06071301297277113,0.018761082943459653,-0.014517916466081582,0.08594616332690058,0.05436791684499005,0.26391096979332274,0,0,0,0
VB__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,VB,mean_reversion_5,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.060826319243132115,0.04297629077923262,-0.00010333877753052577,-0.02653720845724017,0.04990051005432567,0.03246520299708763,0.20956723282246764,0,0,0,0
VB__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,VB,mean_reversion_5,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03243117499345067,0.028675408572223074,0.02101046963693485,0.017050979377524908,0.03143440945472464,0.02803166584909992,0.031399046104928455,0,0,0,0
VB__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,VB,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.02726245134190019,0.023515258406761476,0.019312185566151593,0.015343506389098462,0.027558359937860176,0.024095235719809205,0.031474232825349856,0,0,0,0
VB__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,VB,mean_reversion_5,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.02665343220834951,0.017207923704485276,0.007502467289967463,-0.00312108652238195,-0.0023380781171676154,-0.010261182984003634,0.08426073131955485,0,0,0,0
VB__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,VB,mean_reversion_5,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.024570703833683327,0.015607851992317796,0.006896865475950273,-0.003695428691397197,0.015853716649750167,0.008183514976068288,0.08401461319566383,0,0,0,0
VB__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,VB,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.046177688053273415,0.03866455614319746,0.033283509708312335,0.025358108289114535,0.04762965689680079,0.04082949328511272,0.06279809220985691,0,0,0,0
VB__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,VB,mean_reversion_5,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.027304966876151096,0.021008074728569696,0.016038470612240837,0.00800681708450393,0.022270326983301718,0.017026147751142147,0.06364431104655238,0,0,0,0
VB__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,VB,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04097941095260346,0.022055655082841897,0.009550994756054625,-0.011709516200815203,-0.02416702788997383,-0.04003432812043396,0.1685214626391097,0,0,0,0
VB__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,VB,mean_reversion_5,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.034693922127061225,0.021619875315592074,-0.007422153754225664,-0.02608585840219337,0.017058963835353914,0.007122563323348338,0.14794036101972316,0,0,0,0
VB__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,VB,mean_reversion_5,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.036113818052261625,0.02692931366909704,0.006091663569033722,-0.004036967402100899,0.03768227877157954,0.029558405448162062,0.08028616852146264,0,0,0,0
VB__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,VB,mean_reversion_5,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.03034889676229782,0.02165667800149813,0.005242600041992396,-0.0048875459658380485,0.03160191366311535,0.023761592795528468,0.0803009489335015,0,0,0,0
VB__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,VB,mean_reversion_5,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.028244555605006515,0.017302656182137104,0.008219607719121799,-0.0040098329659524375,0.024043481794897518,0.014716524972531068,0.09697933227344992,0,0,0,0
VB__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,VB,mean_reversion_5,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.026408868600774262,0.01611146184176892,0.00770558856883094,-0.004492207072788385,0.016890439353387125,0.007881583263326648,0.09673007265103752,0,0,0,0
VB__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,VB,mean_reversion_5,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.06211268677858317,0.04373228513996456,0.006219449188694702,-0.014062960228435192,0.06536922319442684,0.04909948506768856,0.16057233704292528,0,0,0,0
VB__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,VB,mean_reversion_5,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.039286951614750806,0.026449753367907825,-0.008372034726153072,-0.026087481839770964,0.030986646095685542,0.02072017919902438,0.14032163078769364,0,0,0,0
VB__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,VB,mean_reversion_5,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04848891910876788,0.026583573072919385,0.011886510367743528,-0.012592460639644037,0.039253377100099116,0.02057512055785112,0.19395866454689983,0,0,0,0
VB__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,VB,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.03947404496691507,0.024759682664748334,-0.0038219343522402035,-0.02488947743333004,0.01448463089579995,0.002890115785394133,0.1669912735263014,0,0,0,0
VB__momentum_20__always__h20__half__horizon__notional_cap_1,VB,momentum_20,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.07198617053809163,0.06689342995616597,0.022774700509869072,0.0178704520940634,0.07860514275204158,0.07389777752895385,0.038950715421303655,0,0,0,0
VB__momentum_20__always__h20__half__horizon__vol_target_10,VB,momentum_20,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.06057801172310942,0.05567312378141249,0.021625087835688415,0.016690122455208983,0.0587891545167775,0.05410517711177987,0.039200728354354036,0,0,0,0
VB__momentum_20__always__h20__half__signal_flip__notional_cap_1,VB,momentum_20,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.03948690526705136,0.03176523070397287,0.013286630696324998,0.005178584490304151,0.04021871082284491,0.031765236493812764,0.0643879173290938,0,0,0,0
VB__momentum_20__always__h20__half__signal_flip__vol_target_10,VB,momentum_20,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.03114751375930968,0.024130295872026274,0.011761296702019029,0.0037218671528570684,0.02846917626406499,0.020566061843559982,0.06384503664080704,0,0,0,0
VB__momentum_20__always__h20__unit__horizon__notional_cap_1,VB,momentum_20,always,20,unit,horizon,notional_cap_1,true,false,false,true,true,false,0.11577694705302913,0.1055861171756576,0.03455825513963593,0.024756841762581774,0.13302804636587773,0.12361352982964756,0.07790143084260731,0,0,0,0
VB__momentum_20__always__h20__unit__horizon__vol_target_10,VB,momentum_20,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.06268575775320033,0.05447110036884756,0.014033944607775226,0.004265598380082265,0.056406128080949185,0.04952751491160637,0.07762355064546562,0,0,0,0
VB__momentum_20__always__h20__unit__signal_flip__notional_cap_1,VB,momentum_20,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06042328729337144,0.044973675133772734,0.019388739001516955,0.0031823093443652094,0.06139874472222236,0.0445117154506089,0.1287758346581876,0,0,0,0
VB__momentum_20__always__h20__unit__signal_flip__vol_target_10,VB,momentum_20,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.026293172637870465,0.015579023563876564,0.009149591784582786,-0.004783201264755363,0.01928953429372777,0.008958478247413889,0.11063611891551907,0,0,0,0
VB__momentum_20__always__h5__half__horizon__notional_cap_1,VB,momentum_20,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.06272090048804596,0.04740091773353855,0.02493520703286375,0.009400546059338702,0.04557962458620517,0.03100448666633956,0.1232114467408585,0,0,0,0
VB__momentum_20__always__h5__half__horizon__vol_target_10,VB,momentum_20,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.05185525805085635,0.037824155676692256,0.023028053048555593,0.007575222594373923,0.03624018386388556,0.02265669447643912,0.12257265612343275,0,0,0,0
VB__momentum_20__always__h5__half__signal_flip__notional_cap_1,VB,momentum_20,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.038469007078213095,0.02207262406100969,0.007825741329976377,-0.009103282915839424,0.04586189401999502,0.029388814495362216,0.1343402225755167,0,0,0,0
VB__momentum_20__always__h5__half__signal_flip__vol_target_10,VB,momentum_20,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.03309080278329389,0.018118901615156665,0.006806088897766885,-0.009977864274893786,0.029611887960270457,0.014467825273853986,0.13319113768648141,0,0,0,0
VB__momentum_20__always__h5__unit__horizon__notional_cap_1,VB,momentum_20,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.10703132115748215,0.07637523119905522,0.042336710484396675,0.011247351168992822,0.07238760486310405,0.04323331709461142,0.246422893481717,0,0,0,0
VB__momentum_20__always__h5__unit__horizon__vol_target_10,VB,momentum_20,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.05839902842463787,0.037960831755732054,0.023623201163068326,-0.0027884245071360426,0.03528717947695644,0.018066335210807374,0.2094532904414793,0,0,0,0
VB__momentum_20__always__h5__unit__signal_flip__notional_cap_1,VB,momentum_20,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.061190595200269995,0.028398440614900093,0.009173639405756488,-0.024688721488476506,0.07454110867139523,0.0416010958192869,0.2686804451510334,0,0,0,0
VB__momentum_20__always__h5__unit__signal_flip__vol_target_10,VB,momentum_20,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.03329662753506865,0.011798609543917414,2.4108027879551214e-5,-0.028260643036387798,0.02078807316451,0.0018078875748870453,0.22428967274468575,0,0,0,0
VB__momentum_20__trend_100__h20__half__horizon__notional_cap_1,VB,momentum_20,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.06656299513259774,0.061841508123430214,0.026113329775379425,0.021607516097814177,0.02024201619278438,0.016188948146668068,0.03577106518282989,0,0,0,0
VB__momentum_20__trend_100__h20__half__horizon__vol_target_10,VB,momentum_20,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.05982756160035717,0.05519514308553886,0.025880763650505505,0.02137388332824689,0.018513911514341952,0.014389493219730778,0.035783356007652575,0,0,0,0
VB__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,VB,momentum_20,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.039658698406865776,0.03309610098275547,0.0035116915157181274,-0.003600863779293087,0.02372135622653512,0.017169519625397197,0.05643879173290938,0,0,0,0
VB__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,VB,momentum_20,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.030812628213997325,0.02453049980895839,0.003445609684010535,-0.0036450689875463242,0.022506919027031072,0.016151422095431904,0.056266811297797335,0,0,0,0
VB__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,VB,momentum_20,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.11176029311317291,0.10230348414935053,0.04343446377560421,0.03442551749141634,0.02216312359466774,0.014063728993668312,0.07154213036565978,0,0,0,0
VB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,VB,momentum_20,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.06085986159386321,0.052927175011862164,0.026030536113230238,0.016787999875517816,0.015796158477501564,0.009568393685418362,0.07340873911236077,0,0,0,0
VB__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,VB,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06483088104468215,0.05168115359989656,0.0010733733760686943,-0.013154272287282996,0.03328404493793721,0.02019752524244753,0.11287758346581876,0,0,0,0
VB__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,VB,momentum_20,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.025428481167828733,0.015451158588816663,0.0011723299072159115,-0.011670692469379762,0.013804676455420595,0.005235517198454694,0.10190910736450018,0,0,0,0
VB__momentum_20__trend_100__h5__half__horizon__notional_cap_1,VB,momentum_20,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.0584385794112625,0.04453680949844142,0.011402244500100566,-0.002418746746278694,0.0265332365705206,0.01425663352473535,0.10969793322734499,0,0,0,0
VB__momentum_20__trend_100__h5__half__horizon__vol_target_10,VB,momentum_20,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.04905720814135313,0.035985644996125825,0.01110574690935321,-0.0026910023073970155,0.02540654657988527,0.013657944050039648,0.10951048857364643,0,0,0,0
VB__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,VB,momentum_20,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0405929424614472,0.025687528560297806,-0.0008171535397801326,-0.015845809999436897,0.020243827094184312,0.0066712820210106175,0.1192368839427663,0,0,0,0
VB__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,VB,momentum_20,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.031160811458225374,0.017176972341551834,-0.0007611338563365511,-0.015748337185243422,0.0171874357064851,0.004265841082262863,0.11891029054822755,0,0,0,0
VB__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,VB,momentum_20,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.1026041719496861,0.07478384726528918,0.016723127443963808,-0.010916958368262293,0.03890323245060416,0.014335770982884452,0.21939586645468998,0,0,0,0
VB__momentum_20__trend_100__h5__unit__horizon__vol_target_10,VB,momentum_20,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.05270748280676221,0.03331450992552839,0.007800817906716431,-0.01653088948890514,0.02132432047964104,0.006135357572793836,0.19312174637593207,0,0,0,0
VB__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,VB,momentum_20,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06803031289214682,0.03819806126105918,-0.006779787450058214,-0.03684671853510817,0.02771076147689647,0.000563665444933012,0.2384737678855326,0,0,0,0
VB__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,VB,momentum_20,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.02880847563999757,0.008383104185672357,-0.007288204002559676,-0.03342154557089054,0.009394565888018593,-0.007130083880035841,0.20722804801413663,0,0,0,0
VB__momentum_60__always__h20__half__horizon__notional_cap_1,VB,momentum_60,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04917486248691923,0.04386792276402413,0.022125647077105924,0.017012574456838885,-0.004974759098158962,-0.009682354811925937,0.04054054054054054,0,0,0,0
VB__momentum_60__always__h20__half__horizon__vol_target_10,VB,momentum_60,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.04890216601725309,0.04368626011252151,0.0194322433413064,0.014283844888835346,-0.006792754792788578,-0.011610287118006256,0.04082071200404603,0,0,0,0
VB__momentum_60__always__h20__half__signal_flip__notional_cap_1,VB,momentum_60,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06282629638450034,0.05643096793354646,0.01608010993554884,0.008767755961710755,-0.008201155419267797,-0.014312365030145768,0.05802861685214626,0,0,0,0
VB__momentum_60__always__h20__half__signal_flip__vol_target_10,VB,momentum_60,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.05574919792404144,0.04967253084648991,0.014267576858174296,0.006998482465356758,-0.00684872903215226,-0.012819693679928136,0.057680812751457804,0,0,0,0
VB__momentum_60__always__h20__unit__horizon__notional_cap_1,VB,momentum_60,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.07097798504701494,0.060347577148812066,0.032732864937995085,0.022496790673143138,-0.033105398872762294,-0.042520837371709364,0.08108108108108109,0,0,0,0
VB__momentum_60__always__h20__unit__horizon__vol_target_10,VB,momentum_60,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.04826104902845597,0.039510724270932114,0.012304907595726512,0.002028837350821827,-0.01787203004137309,-0.02506324967512314,0.08141370813209625,0,0,0,0
VB__momentum_60__always__h20__unit__signal_flip__notional_cap_1,VB,momentum_60,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.10617254447839908,0.09335811809180211,0.02398661780260944,0.009360413353997971,-0.034065823584860655,-0.04629126616191785,0.11605723370429252,0,0,0,0
VB__momentum_60__always__h20__unit__signal_flip__vol_target_10,VB,momentum_60,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.056199427517566444,0.04648331458212338,0.008176605242409145,-0.004697002782738521,-0.019428301900757644,-0.027862492655109115,0.10209454249837899,0,0,0,0
VB__momentum_60__always__h5__half__horizon__notional_cap_1,VB,momentum_60,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.023267966390180684,0.0065354501813212566,0.0373601259370662,0.021225015097991413,-0.010240114612627898,-0.024963101394372224,0.12798092209856915,0,0,0,0
VB__momentum_60__always__h5__half__horizon__vol_target_10,VB,momentum_60,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.031525362802627147,0.015857769151457778,0.03495199278883568,0.018899478541994027,-0.01002100923093456,-0.024174007474594403,0.12732201612695893,0,0,0,0
VB__momentum_60__always__h5__half__signal_flip__notional_cap_1,VB,momentum_60,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04128741427523153,0.024300343628340694,0.015765741207240974,-0.0016698788458967512,-0.01301215945591823,-0.028134398148539394,0.1383147853736089,0,0,0,0
VB__momentum_60__always__h5__half__signal_flip__vol_target_10,VB,momentum_60,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.03892040664322344,0.023022189760842957,0.014518425080607206,-0.0027801798818865736,-0.01318579041801532,-0.027657249747126644,0.1372202438731846,0,0,0,0
VB__momentum_60__always__h5__unit__horizon__notional_cap_1,VB,momentum_60,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.027598594037544222,-0.005870543645575606,0.06671098705510176,0.034421736067642025,-0.03688058245687015,-0.0663257887253419,0.2559618441971383,0,0,0,0
VB__momentum_60__always__h5__unit__horizon__vol_target_10,VB,momentum_60,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.031999199579719265,0.009417067403386678,0.04383774934993348,0.01618668894875342,-0.022792996504207855,-0.04090016743994268,0.21933909571063087,0,0,0,0
VB__momentum_60__always__h5__unit__signal_flip__notional_cap_1,VB,momentum_60,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06553522531284703,0.031548532129257185,0.02454622715010929,-0.010340927148292163,-0.04117678090793289,-0.07141772295981659,0.2766295707472178,0,0,0,0
VB__momentum_60__always__h5__unit__signal_flip__vol_target_10,VB,momentum_60,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.03647863091011973,0.013636314891591237,0.015071900952309534,-0.014242850449598762,-0.027031592675149242,-0.045451809337300794,0.23249469310927715,0,0,0,0
VB__momentum_60__trend_100__h20__half__horizon__notional_cap_1,VB,momentum_60,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.050144657892905425,0.045166884003022205,0.030614852951729082,0.025798629519456016,0.01166320569221741,0.00735470476115852,0.03815580286168521,0,0,0,0
VB__momentum_60__trend_100__h20__half__horizon__vol_target_10,VB,momentum_60,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.0437876068901009,0.03887074487016903,0.027950064402037008,0.0231148220052416,0.010533130976080217,0.006125968131494859,0.038309084499474774,0,0,0,0
VB__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,VB,momentum_60,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0543297817806068,0.04859769140839569,0.009370198326182048,0.0031584650980402474,0.00361602267661062,-0.0016925777068559546,0.0492845786963434,0,0,0,0
VB__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,VB,momentum_60,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04931514042654408,0.04368695392274812,0.00815346465739026,0.0019376727320703064,0.0030148445509102176,-0.0022806736585059247,0.04931301289803794,0,0,0,0
VB__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,VB,momentum_60,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.07839568057824467,0.06841438634321512,0.05084854376240194,0.041198912354454345,0.0038458752330992885,-0.004774455995110824,0.07631160572337042,0,0,0,0
VB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,VB,momentum_60,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.04267203567612993,0.03425711556477396,0.022398931379912206,0.012676899530682632,0.0018549548845441088,-0.004867933872780508,0.07694837988035967,0,0,0,0
VB__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,VB,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.08994213904295745,0.07844556563358321,0.01114358821728849,-0.001283630863800178,-0.00955082821247586,-0.02016837760007825,0.0985691573926868,0,0,0,0
VB__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,VB,momentum_60,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.050471768349174384,0.04123181423520903,0.000305800003421992,-0.011197107381604787,-0.010164994968110713,-0.0178672482940851,0.09118712783701682,0,0,0,0
VB__momentum_60__trend_100__h5__half__horizon__notional_cap_1,VB,momentum_60,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.042252714689295666,0.026183600062190747,0.03803816972550811,0.022804484501411062,0.0007637092115608222,-0.01305648526138749,0.12082670906200318,0,0,0,0
VB__momentum_60__trend_100__h5__half__horizon__vol_target_10,VB,momentum_60,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.04281909541895851,0.02764600500862282,0.03594948902083565,0.02077821150529731,-0.0015049158639212756,-0.014869874935710202,0.12033449184472299,0,0,0,0
