trial_id,batch_id,principal_cell_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,arithmetic,parent_experiment,extension_version,pooled_with_parent_results,enumerated_sublibraries,source_library_ids,source_strategy_weights,source_cardinality,source_burden,source_operational_value,source_generative_value,source_total_productive_value,minimum_safe_weight,minimum_safe_weight_optimizer_count,minimum_safe_cardinality,minimum_safe_cardinality_optimizer_count,rechecked_pruning_burden,rechecked_pruning_cardinality,greedy_optimality_gap,greedy_gap_positive,safe_weight_compression_ratio,safe_cardinality_compression_ratio,frontier_only_minimum_weight,frontier_only_optimizer_count,frontier_only_value_loss,frontier_only_normalized_value_loss,frontier_only_any_positive_value_loss,registered_capacity_nonconcavity,attainable_capacity_nonconcavity,lambda_breakpoint_count,positive_lambda_breakpoint_count,all_safe_optima_preserve_frontier_closure,all_safe_productive_values_preserved,all_channel_decompositions_close,all_capacity_optima_feasible,capacity_value_monotone,safe_pruning_weakly_lowers_burden,penalty_burden_monotone,global_enumeration_gate
716,6,C114,dense,low,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,19//16,233//12,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,19//16,57//932,true,false,true,5,4,true,true,true,true,true,true,true,true
717,6,C093,sparse,low,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2975//256,0//1,2975//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
718,6,C043,sparse,high,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,50449//16384,252049//16384,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,50449//16384,7207//36007,true,false,true,3,2,true,true,true,true,true,true,true,true
719,6,C115,sparse,high,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,277//256,5053//384,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,277//256,831//10106,true,false,true,3,2,true,true,true,true,true,true,true,true
720,6,C078,dense,low,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,0//1,13825//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
721,6,C034,dense,low,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,3797//512,39391//1536,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,3797//512,11391//39391,true,true,true,5,4,true,true,true,true,true,true,true,true
722,6,C112,dense,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,20809//4096,96409//4096,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,20809//4096,20809//96409,true,true,true,4,3,true,true,true,true,true,true,true,true
723,6,C021,sparse,low,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2975//256,0//1,2975//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
724,6,C049,sparse,low,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,125//128,3225//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,125//128,10//129,true,true,true,4,3,true,true,true,true,true,true,true,true
725,6,C002,dense,low,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,2701//2048,118703//6144,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,2701//2048,8103//118703,true,false,true,5,4,true,true,true,true,true,true,true,true
726,6,C128,dense,high,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
727,6,C090,dense,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,0//1,875//48,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
728,6,C036,dense,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,7175//384,24211//4096,302233//12288,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,24211//4096,72633//302233,true,true,true,5,4,true,true,true,true,true,true,true,true
729,6,C057,sparse,low,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,8575//768,0//1,8575//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
730,6,C017,sparse,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,0//1,2975//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
731,6,C070,dense,low,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,21743//16384,950029//49152,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,21743//16384,65229//950029,true,true,true,5,4,true,true,true,true,true,true,true,true
732,6,C116,dense,high,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,61//256,1751//96,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,61//256,183//14008,true,false,true,5,4,true,true,true,true,true,true,true,true
733,6,C047,sparse,high,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9625//768,3661//1024,49483//3072,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,3661//1024,1569//7069,true,false,true,4,3,true,true,true,true,true,true,true,true
734,6,C018,dense,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,0//1,4725//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
735,6,C050,dense,low,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,223//256,7247//384,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,223//256,669//14494,true,false,true,5,4,true,true,true,true,true,true,true,true
736,6,C118,dense,low,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,875//48,277//256,14831//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,277//256,831//14831,true,true,true,5,4,true,true,true,true,true,true,true,true
737,6,C004,dense,high,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,4725//256,8981//8192,160181//8192,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,8981//8192,1283//22883,true,false,true,5,4,true,true,true,true,true,true,true,true
738,6,C062,dense,low,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,0//1,4725//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
739,6,C094,dense,low,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,0//1,2275//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
740,6,C055,sparse,high,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,223//256,1599//128,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,223//256,223//3198,true,false,true,3,2,true,true,true,true,true,true,true,true
741,6,C022,dense,low,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13475//768,0//1,13475//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
742,6,C088,dense,high,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,0//1,4725//256,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
743,6,C001,sparse,low,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4375//384,6327//4096,158981//12288,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,6327//4096,18981//158981,true,true,true,3,2,true,true,true,true,true,true,true,true
744,6,C065,sparse,low,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,8981//8192,318143//24576,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,8981//8192,3849//45449,true,true,true,4,3,true,true,true,true,true,true,true,true
745,6,C107,sparse,high,weak,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,8575//768,16699//4096,187297//12288,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,16699//4096,50097//187297,true,false,true,3,2,true,true,true,true,true,true,true,true
746,6,C120,dense,high,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,223//256,4773//256,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,223//256,223//4773,true,false,true,5,4,true,true,true,true,true,true,true,true
747,6,C024,dense,high,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
748,6,C014,dense,low,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,0//1,2275//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
749,6,C080,dense,high,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,14525//768,1//12288,77467//4096,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,1//12288,1//232401,true,false,true,5,4,true,true,true,true,true,true,true,true
750,6,C048,dense,high,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,8357//2048,46157//2048,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,8357//2048,8357//46157,true,true,true,4,3,true,true,true,true,true,true,true,true
751,6,C082,dense,low,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,7175//384,205//24576,153135//8192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,205//24576,1//2241,true,false,true,5,4,true,true,true,true,true,true,true,true
752,6,C083,sparse,high,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2975//256,0//1,2975//256,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
753,6,C121,sparse,low,weak,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,0//1,2975//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
754,6,C035,sparse,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,13133//2048,38333//2048,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,13133//2048,13133//38333,true,false,true,4,3,true,true,true,true,true,true,true,true
755,6,C058,dense,low,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,0//1,13825//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
756,6,C006,dense,low,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,6327//4096,81927//4096,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,6327//4096,703//9103,true,true,true,5,4,true,true,true,true,true,true,true,true
757,6,C007,sparse,high,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,8177//4096,170131//12288,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,8177//4096,1887//13087,true,false,true,3,2,true,true,true,true,true,true,true,true
758,6,C084,dense,high,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,0//1,875//48,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
759,6,C073,sparse,low,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,2365//24576,287965//24576,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,2365//24576,473//57593,true,false,true,4,3,true,true,true,true,true,true,true,true
760,6,C051,sparse,high,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2975//256,125//128,3225//256,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,125//128,10//129,true,false,true,3,2,true,true,true,true,true,true,true,true
761,6,C059,sparse,high,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//192,0//1,2275//192,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
762,6,C011,sparse,high,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,117//256,3267//256,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,117//256,13//363,true,false,true,4,3,true,true,true,true,true,true,true,true
763,6,C039,sparse,high,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9625//768,28321//4096,238963//12288,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,28321//4096,84963//238963,true,false,true,4,3,true,true,true,true,true,true,true,true
764,6,C046,dense,low,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,50389//16384,1035967//49152,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,50389//16384,151167//1035967,true,true,true,5,4,true,true,true,true,true,true,true,true
765,6,C087,sparse,high,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,0//1,2275//192,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
766,6,C054,dense,low,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,223//256,4773//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,223//256,223//4773,true,true,true,5,4,true,true,true,true,true,true,true,true
767,6,C111,sparse,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9625//768,1429//256,1739//96,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,1429//256,4287//13912,true,false,true,3,2,true,true,true,true,true,true,true,true
768,6,C126,dense,low,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,7175//384,0//1,7175//384,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
769,7,C009,sparse,low,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,8575//768,0//1,8575//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
