trial_id,method,objective_name,optimal_objective,selected_masks,selected_library_ids,selected_burdens,selected_cardinalities,operational_values,generative_values,total_values,optimizer_count,frontier_preserved,closure_preserved,exact_safe,exact_productive_value_preserved,selected_library_certificate,enumeration_certificate
800,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
800,frontier_only_minimum_weight,burden,5//1,21,base_1;base_3;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
800,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
801,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
801,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
801,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
801,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
802,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
802,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
802,frontier_only_minimum_weight,burden,5//1,22,base_2;base_3;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
802,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
803,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
803,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
803,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
803,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
804,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
804,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
804,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
804,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
805,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
805,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
805,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
805,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
806,minimum_weight_safe,burden,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,233//512,28699//1536,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
806,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,233//512,28699//1536,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
806,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,false,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
806,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,233//512,28699//1536,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
807,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
807,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
807,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
807,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
808,minimum_weight_safe,burden,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,0//1,14525//768,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
808,minimum_cardinality_safe,cardinality,5,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,0//1,14525//768,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
808,frontier_only_minimum_weight,burden,9//1,21,base_1;base_3;frontier_addition;inactive,9//1,4,14525//768,0//1,14525//768,1,true,false,false,true,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
808,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,0//1,14525//768,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
809,minimum_weight_safe,burden,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
809,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
809,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,2275//128,0//1,2275//128,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
809,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
810,minimum_weight_safe,burden,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
810,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
810,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
810,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
811,minimum_weight_safe,burden,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
811,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
811,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
811,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
812,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4375//384,0//1,4375//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
812,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4375//384,0//1,4375//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
812,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,4375//384,0//1,4375//384,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
812,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4375//384,0//1,4375//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
813,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,17//128,4601//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
813,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,17//128,4601//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
813,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
813,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,17//128,4601//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
814,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
814,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
814,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
814,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
815,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
815,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
815,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
815,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2275//192,61//256,9283//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
816,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,1145//3072,36145//3072,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
816,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,1145//3072,36145//3072,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
816,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,4375//384,0//1,4375//384,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
816,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,1145//3072,36145//3072,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
817,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2491//24576,299291//24576,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
817,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2491//24576,299291//24576,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
817,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
817,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,9275//768,2491//24576,299291//24576,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
818,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
818,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
818,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
818,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,4725//256,0//1,4725//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
819,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,233//512,28349//1536,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
819,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,233//512,28349//1536,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
819,frontier_only_minimum_weight,burden,5//1,22,base_2;base_3;frontier_addition;inactive,5//1,4,13825//768,0//1,13825//768,1,true,false,false,false,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
819,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,233//512,28349//1536,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
820,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
820,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
820,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
820,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,2735//4096,156605//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
821,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
821,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
821,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2975//256,0//1,2975//256,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
821,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
822,minimum_weight_safe,burden,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,10247//16384,949141//49152,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
822,minimum_cardinality_safe,cardinality,5,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,10247//16384,949141//49152,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
822,frontier_only_minimum_weight,burden,9//1,21,base_1;base_3;frontier_addition;inactive,9//1,4,7175//384,0//1,7175//384,1,true,false,false,false,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
822,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,10247//16384,949141//49152,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
823,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,11881//4096,259643//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
823,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,11881//4096,259643//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
823,frontier_only_minimum_weight,burden,5//1,21,base_1;base_3;frontier_addition;inactive,5//1,4,875//48,0//1,875//48,1,true,false,false,false,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
823,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,11881//4096,259643//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
824,minimum_weight_safe,burden,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
824,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
824,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
824,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
825,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,1447//49152,198349//16384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
825,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,1447//49152,198349//16384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
825,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
825,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,1447//49152,198349//16384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
826,minimum_weight_safe,burden,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,4725//256,871//256,1399//64,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
826,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,4725//256,871//256,1399//64,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
826,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,4725//256,0//1,4725//256,1,true,false,false,false,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
826,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,4725//256,871//256,1399//64,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
827,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
827,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
827,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
827,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
828,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
828,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
828,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
828,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,17//128,3009//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
829,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
829,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
