trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
838,2,1225//3072,true,9625//1024,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,122,complete-enumeration:32
838,3,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,122,complete-enumeration:32
839,1,0//1,false,952049//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,279,complete-enumeration:32
839,2,7483//32768,true,1746955//98304,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,279,complete-enumeration:32
839,3,525//256,true,3325//384,17;20;21,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,3,279,complete-enumeration:32
839,4,175//64,true,5075//768,16;17;20,frontier_addition;inactive|base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,279,complete-enumeration:32
839,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,279,complete-enumeration:32
840,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,236,complete-enumeration:32
840,2,175//192,true,2625//256,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,236,complete-enumeration:32
840,3,4025//3072,true,25375//3072,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,236,complete-enumeration:32
840,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,236,complete-enumeration:32
841,1,0//1,false,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,90,complete-enumeration:32
841,2,525//1024,true,9975//1024,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,90,complete-enumeration:32
841,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,90,complete-enumeration:32
842,1,0//1,false,4725//256,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,248,complete-enumeration:32
842,2,875//1024,true,11025//1024,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,248,complete-enumeration:32
842,3,175//128,true,525//64,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,248,complete-enumeration:32
842,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,248,complete-enumeration:32
843,1,0//1,false,104323//8192,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,146,complete-enumeration:32
843,2,3041//8192,true,86077//8192,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,146,complete-enumeration:32
843,3,525//512,true,4375//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,146,complete-enumeration:32
843,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,146,complete-enumeration:32
844,1,0//1,false,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,72,complete-enumeration:32
844,2,175//192,true,1225//128,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,72,complete-enumeration:32
844,3,875//768,true,875//96,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,72,complete-enumeration:32
844,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,72,complete-enumeration:32
845,1,0//1,false,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,118,complete-enumeration:32
845,2,175//384,true,7525//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,118,complete-enumeration:32
845,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,118,complete-enumeration:32
846,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,105,complete-enumeration:32
846,2,175//256,true,1225//128,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,105,complete-enumeration:32
846,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,105,complete-enumeration:32
847,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,152,complete-enumeration:32
847,2,875//1024,true,11025//1024,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,152,complete-enumeration:32
847,3,1575//1024,true,7525//1024,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,152,complete-enumeration:32
847,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,152,complete-enumeration:32
848,1,0//1,false,19249//1536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,141,complete-enumeration:32
848,2,233//1024,true,35003//3072,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;5//1,2,141,complete-enumeration:32
848,3,525//512,true,13825//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,141,complete-enumeration:32
848,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,141,complete-enumeration:32
849,1,0//1,false,2275//128,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,184,complete-enumeration:32
849,2,175//96,true,3325//384,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,184,complete-enumeration:32
849,3,4025//1536,true,9625//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,184,complete-enumeration:32
849,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,184,complete-enumeration:32
850,1,0//1,false,7175//384,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,202,complete-enumeration:32
850,2,875//512,true,15575//1536,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,202,complete-enumeration:32
850,3,1575//512,true,9275//1536,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,202,complete-enumeration:32
850,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,202,complete-enumeration:32
851,1,0//1,false,8575//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,86,complete-enumeration:32
851,2,875//1536,true,14525//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,86,complete-enumeration:32
851,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,86,complete-enumeration:32
852,1,0//1,false,919847//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,207,complete-enumeration:32
852,2,1447//147456,true,2747965//147456,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,207,complete-enumeration:32
852,3,175//96,true,1225//128,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,3,207,complete-enumeration:32
852,4,4375//1536,true,3325//512,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,207,complete-enumeration:32
852,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,207,complete-enumeration:32
853,1,0//1,false,313259//16384,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,289,complete-enumeration:32
853,2,10859//49152,true,269823//16384,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1,2,289,complete-enumeration:32
853,3,175//192,true,2625//256,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,289,complete-enumeration:32
853,4,2275//1536,true,11375//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,289,complete-enumeration:32
853,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,289,complete-enumeration:32
854,1,0//1,false,13825//768,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,254,complete-enumeration:32
854,2,875//1024,true,31675//3072,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,254,complete-enumeration:32
854,3,1575//1024,true,21175//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,254,complete-enumeration:32
854,4,6475//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,254,complete-enumeration:32
855,1,0//1,false,42713//2048,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,235,complete-enumeration:32
855,2,5035//12288,true,32643//2048,25;28;29,base_1;closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1,3,235,complete-enumeration:32
855,3,5035//8192,true,87859//6144,24;25;28,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,4//1;8//1,3,235,complete-enumeration:32
855,4,3797//1536,true,10553//1536,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,235,complete-enumeration:32
855,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,235,complete-enumeration:32
856,1,0//1,false,3381//256,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,141,complete-enumeration:32
856,2,1279//8192,true,12245//1024,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,141,complete-enumeration:32
856,3,4769//6144,true,58231//6144,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,141,complete-enumeration:32
856,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,141,complete-enumeration:32
857,1,0//1,false,168913//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,151,complete-enumeration:32
857,2,35245//196608,true,818631//65536,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;7//1,2,151,complete-enumeration:32
857,3,45469//32768,true,290531//32768,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,151,complete-enumeration:32
857,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,151,complete-enumeration:32
858,1,0//1,false,449447//24576,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,203,complete-enumeration:32
858,2,1447//73728,true,443659//24576,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;12//1,2,203,complete-enumeration:32
858,3,875//1024,true,32375//3072,17;18;19,base_1;frontier_addition;inactive|base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,3,203,complete-enumeration:32
858,4,1925//1536,true,4375//512,16;17;18,frontier_addition;inactive|base_1;frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,3,203,complete-enumeration:32
858,5,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,203,complete-enumeration:32
859,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,88,complete-enumeration:32
859,2,175//384,true,1225//128,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,88,complete-enumeration:32
859,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,88,complete-enumeration:32
860,1,0//1,false,13825//768,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,104,complete-enumeration:32
860,2,875//512,true,14525//1536,17;20;21,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,3,104,complete-enumeration:32
860,3,175//64,true,1225//192,16;17;20,frontier_addition;inactive|base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,104,complete-enumeration:32
860,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,104,complete-enumeration:32
861,1,0//1,false,19249//1536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,143,complete-enumeration:32
861,2,233//1536,true,17851//1536,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,143,complete-enumeration:32
861,3,175//192,true,7175//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,143,complete-enumeration:32
861,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,143,complete-enumeration:32
862,1,0//1,false,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,95,complete-enumeration:32
862,2,875//3072,true,30625//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,95,complete-enumeration:32
862,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,95,complete-enumeration:32
863,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,97,complete-enumeration:32
863,2,175//192,true,875//96,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,97,complete-enumeration:32
863,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,97,complete-enumeration:32
864,1,0//1,false,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,153,complete-enumeration:32
864,2,875//512,true,14525//1536,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,153,complete-enumeration:32
864,3,4375//1536,true,9275//1536,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,153,complete-enumeration:32
864,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
865,1,0//1,false,602431//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,151,complete-enumeration:32
865,2,25595//98304,true,1076887//98304,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;5//1,2,151,complete-enumeration:32
865,3,7003//8192,true,225391//24576,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,151,complete-enumeration:32
865,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,151,complete-enumeration:32
866,1,0//1,false,9625//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,74,complete-enumeration:32
866,2,875//768,true,875//96,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,74,complete-enumeration:32
866,3,1225//768,true,525//64,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,74,complete-enumeration:32
866,4,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,74,complete-enumeration:32
867,1,0//1,false,3613//192,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,237,complete-enumeration:32
867,2,17//256,true,14095//768,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,237,complete-enumeration:32
867,3,175//96,true,1225//128,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,237,complete-enumeration:32
867,4,4375//1536,true,3325//512,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,237,complete-enumeration:32
867,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,237,complete-enumeration:32
868,1,0//1,false,8219//384,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,287,complete-enumeration:32
868,2,25175//32768,true,187483//12288,26;30,base_2;closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1,2,287,complete-enumeration:32
868,3,35245//32768,true,329651//24576,24;26,closure_carrier;frontier_addition;inactive|base_2;closure_carrier;frontier_addition;inactive,4//1;6//1,2,287,complete-enumeration:32
868,4,35231//12288,true,76769//12288,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,287,complete-enumeration:32
868,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,287,complete-enumeration:32
869,1,0//1,false,821769//65536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,148,complete-enumeration:32
869,2,135707//589824,true,6310265//589824,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,148,complete-enumeration:32
869,3,91//384,true,1365//128,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,4//1;5//1,2,148,complete-enumeration:32
869,4,203//384,true,3647//384,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,148,complete-enumeration:32
869,5,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,148,complete-enumeration:32
870,1,0//1,false,915541//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,284,complete-enumeration:32
870,2,10247//49152,true,277855//16384,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,284,complete-enumeration:32
870,3,175//96,true,2275//256,17;20;21,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,3,284,complete-enumeration:32
870,4,4025//1536,true,3325//512,16;17;20,frontier_addition;inactive|base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,284,complete-enumeration:32
870,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,284,complete-enumeration:32
871,1,0//1,false,595225//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,134,complete-enumeration:32
871,2,1425//16384,true,561025//49152,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,134,complete-enumeration:32
871,3,875//1536,true,13825//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,134,complete-enumeration:32
871,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,134,complete-enumeration:32
872,1,0//1,false,875//48,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,117,complete-enumeration:32
872,2,875//512,true,14875//1536,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,117,complete-enumeration:32
872,3,4375//1536,true,9625//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,117,complete-enumeration:32
872,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,117,complete-enumeration:32
873,1,0//1,false,4725//256,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,154,complete-enumeration:32
873,2,175//192,true,2625//256,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,154,complete-enumeration:32
873,3,175//128,true,6125//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,154,complete-enumeration:32
873,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,154,complete-enumeration:32
874,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,243,complete-enumeration:32
874,2,1225//768,true,2625//256,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,243,complete-enumeration:32
874,3,1225//384,true,175//32,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,243,complete-enumeration:32
874,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,243,complete-enumeration:32
875,1,0//1,false,7051//384,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,247,complete-enumeration:32
